r1,r2,r3,r4,q1,q2,q3,q4,q5,q6
9999.0,9999.0,0.19,9999.0,-0.511521,-0.525656,0.692102,-0.816886,-2.70353,0.377626
9999.0,9999.0,0.19,9999.0,-0.511573,-0.525438,0.691695,-0.789748,-2.70923,0.368134
9999.0,9999.0,0.19,9999.0,-0.511625,-0.52522,0.691289,-0.762575,-2.71472,0.358617
9999.0,9999.0,0.19,9999.0,-0.511625,-0.52522,0.691289,-0.762575,-2.71472,0.358617
9999.0,9999.0,0.19,9999.0,-0.511677,-0.525,0.690886,-0.735374,-2.72,0.349078
9999.0,9999.0,0.19,9999.0,-0.511729,-0.524779,0.690486,-0.708152,-2.72507,0.339519
9999.0,9999.0,0.19,9999.0,-0.511729,-0.524779,0.690486,-0.708152,-2.72507,0.339519
9999.0,9999.0,0.19,9999.0,-0.511781,-0.524558,0.690088,-0.680913,-2.72993,0.329942
9999.0,9999.0,0.19,9999.0,-0.511781,-0.524558,0.690088,-0.680913,-2.72993,0.329942
9999.0,9999.0,0.19,9999.0,-0.511833,-0.524335,0.689692,-0.653664,-2.73457,0.320348
9999.0,9999.0,0.19,9999.0,-0.511885,-0.524112,0.689299,-0.626411,-2.739,0.310739
9999.0,9999.0,0.19,9999.0,-0.511885,-0.524112,0.689299,-0.626411,-2.739,0.310739
9999.0,9999.0,0.19,9999.0,-0.511938,-0.523888,0.688908,-0.59916,-2.74322,0.301119
9999.0,9999.0,0.19,9999.0,-0.51199,-0.523663,0.68852,-0.571916,-2.74723,0.291488
9999.0,9999.0,0.19,9999.0,-0.51199,-0.523663,0.68852,-0.571916,-2.74723,0.291488
9999.0,9999.0,0.19,9999.0,-0.512043,-0.523438,0.688134,-0.544686,-2.75102,0.281848
9999.0,9999.0,0.19,9999.0,-0.512095,-0.523211,0.687751,-0.517474,-2.75459,0.272201
9999.0,9999.0,0.19,9999.0,-0.512095,-0.523211,0.687751,-0.517474,-2.75459,0.272201
9999.0,9999.0,0.19,9999.0,-0.512148,-0.522984,0.68737,-0.490287,-2.75795,0.26255
9999.0,9999.0,0.19,9999.0,-0.5122,-0.522757,0.686992,-0.463131,-2.7611,0.252896
9999.0,9999.0,0.19,9999.0,-0.5122,-0.522757,0.686992,-0.463131,-2.7611,0.252896
9999.0,9999.0,0.19,9999.0,-0.512253,-0.522528,0.686617,-0.43601,-2.76404,0.24324
9999.0,9999.0,0.19,9999.0,-0.512306,-0.522299,0.686244,-0.40893,-2.76676,0.233586
9999.0,9999.0,0.19,9999.0,-0.512306,-0.522299,0.686244,-0.40893,-2.76676,0.233586
9999.0,9999.0,0.19,9999.0,-0.512359,-0.52207,0.685874,-0.381897,-2.76927,0.223934
9999.0,9999.0,0.19,9999.0,-0.512413,-0.52184,0.685507,-0.354916,-2.77157,0.214286
9999.0,9999.0,0.19,9999.0,-0.512413,-0.52184,0.685507,-0.354916,-2.77157,0.214286
9999.0,0.79,0.19,9999.0,-0.512466,-0.521609,0.685142,-0.327993,-2.77366,0.204644
9999.0,0.79,0.19,9999.0,-0.512466,-0.521609,0.685142,-0.327993,-2.77366,0.204644
9999.0,0.79,0.19,9999.0,-0.51252,-0.521378,0.68478,-0.301133,-2.77554,0.195011
9999.0,0.79,0.19,9999.0,-0.512574,-0.521146,0.684421,-0.274341,-2.77721,0.185387
9999.0,0.79,0.19,9999.0,-0.512574,-0.521146,0.684421,-0.274341,-2.77721,0.185387
9999.0,0.79,0.19,9999.0,-0.512628,-0.520914,0.684064,-0.247623,-2.77867,0.175774
9999.0,0.75,0.19,9999.0,-0.512682,-0.520681,0.68371,-0.220984,-2.77993,0.166175
9999.0,0.75,0.19,9999.0,-0.512682,-0.520681,0.68371,-0.220984,-2.77993,0.166175
9999.0,0.75,0.19,9999.0,-0.512736,-0.520448,0.683359,-0.194428,-2.78099,0.15659
9999.0,0.75,0.19,9999.0,-0.512791,-0.520214,0.68301,-0.167962,-2.78184,0.147022
9999.0,0.75,0.19,9999.0,-0.512791,-0.520214,0.68301,-0.167962,-2.78184,0.147022
9999.0,0.75,0.19,9999.0,-0.512845,-0.51998,0.682664,-0.14159,-2.7825,0.137473
9999.0,0.72,0.19,9999.0,-0.5129,-0.519746,0.682321,-0.115317,-2.78296,0.127943
9999.0,0.72,0.19,9999.0,-0.5129,-0.519746,0.682321,-0.115317,-2.78296,0.127943
9999.0,0.72,0.19,9999.0,-0.512956,-0.519511,0.681981,-0.0891482,-2.78322,0.118434
9999.0,0.72,0.18,9999.0,-0.513011,-0.519276,0.681643,-0.063089,-2.78329,0.108948
9999.0,0.72,0.18,9999.0,-0.513011,-0.519276,0.681643,-0.063089,-2.78329,0.108948
9999.0,0.72,0.18,9999.0,-0.513067,-0.519041,0.681309,-0.0371441,-2.78316,0.0994873
9999.0,0.68,0.18,9999.0,-0.513123,-0.518805,0.680977,-0.0113183,-2.78285,0.0900524
9999.0,0.68,0.18,9999.0,-0.513123,-0.518805,0.680977,-0.0113183,-2.78285,0.0900524
9999.0,0.68,0.18,9999.0,-0.513179,-0.518569,0.680647,0.0143835,-2.78235,0.0806452
9999.0,0.68,0.18,9999.0,-0.513236,-0.518333,0.680321,0.0399565,-2.78167,0.0712671
9999.0,0.68,0.18,9999.0,-0.513236,-0.518333,0.680321,0.0399565,-2.78167,0.0712671
9999.0,0.68,0.18,9999.0,-0.513292,-0.518097,0.679998,0.065396,-2.7808,0.0619196
9999.0,0.68,0.18,9999.0,-0.513349,-0.51786,0.679677,0.0906973,-2.77976,0.0526042
9999.0,0.65,0.18,9999.0,-0.513349,-0.51786,0.679677,0.0906973,-2.77976,0.0526042
9999.0,0.65,0.18,9999.0,-0.513407,-0.517624,0.679359,0.115856,-2.77855,0.0433223
9999.0,0.65,0.18,9999.0,-0.513465,-0.517387,0.679044,0.140867,-2.77716,0.0340753
9999.0,0.65,0.18,9999.0,-0.513465,-0.517387,0.679044,0.140867,-2.77716,0.0340753
9999.0,0.65,0.18,9999.0,-0.513523,-0.51715,0.678732,0.165725,-2.7756,0.0248645
9999.0,0.65,0.18,9999.0,-0.513581,-0.516913,0.678422,0.190428,-2.77387,0.0156913
9999.0,0.62,0.18,9999.0,-0.513581,-0.516913,0.678422,0.190428,-2.77387,0.0156913
9999.0,0.62,0.18,9999.0,-0.51364,-0.516675,0.678115,0.214969,-2.77199,0.00655698
9999.0,0.62,0.18,9999.0,-0.51364,-0.516675,0.678115,0.214969,-2.77199,0.00655698
9999.0,0.62,0.18,9999.0,-0.513699,-0.516438,0.677812,0.239345,-2.76994,-0.00253716
9999.0,0.62,0.18,9999.0,-0.513758,-0.516201,0.677511,0.263552,-2.76774,-0.0115899
9999.0,0.62,0.18,9999.0,-0.513758,-0.516201,0.677511,0.263552,-2.76774,-0.0115899
9999.0,0.6,0.18,9999.0,-0.513818,-0.515963,0.677213,0.287584,-2.76539,-0.0205999
9999.0,0.6,0.18,9999.0,-0.513878,-0.515726,0.676918,0.311439,-2.76288,-0.0295662
9999.0,0.6,0.18,9999.0,-0.513878,-0.515726,0.676918,0.311439,-2.76288,-0.0295662
9999.0,0.6,0.2,9999.0,-0.513939,-0.515488,0.676626,0.335111,-2.76023,-0.0384874
9999.0,0.6,0.2,9999.0,-0.514,-0.515251,0.676336,0.358597,-2.75745,-0.0473625
9999.0,0.6,0.2,9999.0,-0.514,-0.515251,0.676336,0.358597,-2.75745,-0.0473625
9999.0,0.58,0.2,9999.0,-0.514061,-0.515013,0.67605,0.381892,-2.75452,-0.0561904
9999.0,0.58,0.2,9999.0,-0.514122,-0.514776,0.675766,0.404993,-2.75146,-0.06497
9999.0,0.58,0.2,9999.0,-0.514122,-0.514776,0.675766,0.404993,-2.75146,-0.06497
9999.0,0.58,0.2,9999.0,-0.514185,-0.514539,0.675485,0.427895,-2.74827,-0.0737002
9999.0,0.58,0.2,9999.0,-0.514247,-0.514302,0.675208,0.450596,-2.74495,-0.0823801
9999.0,0.58,0.2,9999.0,-0.514247,-0.514302,0.675208,0.450596,-2.74495,-0.0823801
9999.0,0.58,0.2,9999.0,-0.51431,-0.514065,0.674933,0.47309,-2.74152,-0.0910087
9999.0,0.57,0.2,9999.0,-0.514373,-0.513828,0.674661,0.495375,-2.73796,-0.0995851
9999.0,0.57,0.2,9999.0,-0.514373,-0.513828,0.674661,0.495375,-2.73796,-0.0995851
9999.0,0.57,0.2,9999.0,-0.514437,-0.513591,0.674392,0.517447,-2.7343,-0.108108
9999.0,0.57,0.2,9999.0,-0.514501,-0.513355,0.674125,0.539301,-2.73052,-0.116577
9999.0,0.57,0.2,9999.0,-0.514501,-0.513355,0.674125,0.539301,-2.73052,-0.116577
9999.0,0.57,0.2,9999.0,-0.514566,-0.513119,0.673862,0.560935,-2.72664,-0.124992
9999.0,0.48,0.2,9999.0,-0.514631,-0.512884,0.673603,0.582246,-2.72268,-0.133309
9999.0,0.48,0.2,9999.0,-0.514631,-0.512884,0.673603,0.582246,-2.72268,-0.133309
9999.0,0.48,0.2,9999.0,-0.514696,-0.512649,0.673347,0.603323,-2.71863,-0.141568
9999.0,0.48,0.2,9999.0,-0.514762,-0.512416,0.673095,0.624121,-2.71449,-0.149749
9999.0,0.48,0.2,9999.0,-0.514762,-0.512416,0.673095,0.624121,-2.71449,-0.149749
0.67,0.48,0.2,9999.0,-0.514827,-0.512183,0.672846,0.644615,-2.71029,-0.157842
0.67,0.49,0.2,9999.0,-0.514893,-0.511952,0.6726,0.66484,-2.70601,-0.165862
0.67,0.49,0.2,9999.0,-0.514893,-0.511952,0.6726,0.66484,-2.70601,-0.165862
0.67,0.49,0.2,9999.0,-0.51496,-0.511721,0.672358,0.684814,-2.70166,-0.173818
0.67,0.49,0.23,9999.0,-0.51496,-0.511721,0.672358,0.684814,-2.70166,-0.173818
0.67,0.49,0.23,9999.0,-0.515027,-0.51149,0.672118,0.704551,-2.69724,-0.181716
0.55,0.49,0.23,9999.0,-0.515094,-0.511259,0.671882,0.724055,-2.69275,-0.189558
0.55,0.49,0.23,9999.0,-0.515162,-0.511029,0.671648,0.743328,-2.6882,-0.197346
0.55,0.49,0.23,9999.0,-0.515162,-0.511029,0.671648,0.743328,-2.6882,-0.197346
0.55,0.49,0.23,9999.0,-0.515231,-0.510799,0.671416,0.762369,-2.68358,-0.205081
0.55,0.49,0.23,9999.0,-0.5153,-0.510569,0.671188,0.781177,-2.6789,-0.212761
0.55,0.49,0.26,9999.0,-0.5153,-0.510569,0.671188,0.781177,-2.6789,-0.212761
0.55,0.49,0.26,9999.0,-0.51537,-0.510339,0.670962,0.799748,-2.67417,-0.220387
0.47,0.49,0.26,9999.0,-0.51544,-0.510109,0.670738,0.818079,-2.66939,-0.227958
0.47,0.49,0.26,9999.0,-0.51544,-0.510109,0.670738,0.818079,-2.66939,-0.227958
0.47,0.49,0.26,9999.0,-0.515511,-0.50988,0.670518,0.836166,-2.66456,-0.235473
0.47,0.49,0.26,9999.0,-0.515511,-0.50988,0.670518,0.836166,-2.66456,-0.235473
0.47,0.49,0.29,9999.0,-0.515583,-0.509651,0.6703,0.854005,-2.6597,-0.242931
0.47,0.49,0.29,9999.0,-0.515655,-0.509422,0.670085,0.871592,-2.65479,-0.250331
0.41,0.49,0.29,9999.0,-0.515655,-0.509422,0.670085,0.871592,-2.65479,-0.250331
0.41,0.43,0.29,9999.0,-0.515728,-0.509194,0.669873,0.888924,-2.64986,-0.257673
0.41,0.43,0.29,9999.0,-0.515802,-0.508966,0.669663,0.905997,-2.6449,-0.264955
0.41,0.43,0.29,9999.0,-0.515802,-0.508966,0.669663,0.905997,-2.6449,-0.264955
0.41,0.43,0.32,9999.0,-0.515876,-0.508739,0.669456,0.922808,-2.63992,-0.272177
0.41,0.43,0.32,9999.0,-0.515876,-0.508739,0.669456,0.922808,-2.63992,-0.272177
0.36,0.43,0.32,9999.0,-0.515951,-0.508512,0.669253,0.939352,-2.63492,-0.279338
0.36,0.38,0.32,9999.0,-0.516026,-0.508285,0.669052,0.955628,-2.62991,-0.286437
0.36,0.38,0.32,9999.0,-0.516026,-0.508285,0.669052,0.955628,-2.62991,-0.286437
0.36,0.38,0.32,9999.0,-0.516102,-0.508059,0.668853,0.971631,-2.62489,-0.293475
0.36,0.38,0.38,9999.0,-0.516179,-0.507834,0.668658,0.987359,-2.61987,-0.300449
0.36,0.38,0.38,9999.0,-0.516179,-0.507834,0.668658,0.987359,-2.61987,-0.300449
0.32,0.38,0.38,9999.0,-0.516256,-0.507609,0.668466,1.00281,-2.61484,-0.30736
0.32,0.34,0.38,9999.0,-0.516334,-0.507384,0.668276,1.01798,-2.60983,-0.314208
0.32,0.34,0.38,9999.0,-0.516413,-0.507161,0.668089,1.03287,-2.60482,-0.320992
0.32,0.34,0.38,9999.0,-0.516413,-0.507161,0.668089,1.03287,-2.60482,-0.320992
0.32,0.34,0.38,9999.0,-0.516492,-0.506938,0.667905,1.04747,-2.59983,-0.327711
0.32,0.34,0.43,9999.0,-0.516572,-0.506715,0.667725,1.06178,-2.59486,-0.334366
0.32,0.34,0.43,9999.0,-0.516572,-0.506715,0.667725,1.06178,-2.59486,-0.334366
0.29,0.34,0.43,9999.0,-0.516653,-0.506493,0.667547,1.0758,-2.58991,-0.340956
0.29,0.31,0.43,9999.0,-0.516734,-0.506272,0.667371,1.08953,-2.58499,-0.34748
0.29,0.31,0.43,9999.0,-0.516734,-0.506272,0.667371,1.08953,-2.58499,-0.34748
0.29,0.31,0.43,9999.0,-0.516816,-0.506052,0.667199,1.10297,-2.5801,-0.35394
0.29,0.31,0.45,9999.0,-0.516898,-0.505832,0.66703,1.11611,-2.57525,-0.360333
0.29,0.31,0.45,9999.0,-0.516898,-0.505832,0.66703,1.11611,-2.57525,-0.360333
0.26,0.31,0.45,9999.0,-0.516981,-0.505613,0.666864,1.12895,-2.57044,-0.366661
0.26,0.29,0.45,9999.0,-0.517065,-0.505395,0.6667,1.14149,-2.56567,-0.372923
0.26,0.29,0.45,9999.0,-0.517065,-0.505395,0.6667,1.14149,-2.56567,-0.372923
0.26,0.29,0.45,9999.0,-0.51715,-0.505178,0.66654,1.15373,-2.56095,-0.379119
0.26,0.29,0.45,9999.0,-0.51715,-0.505178,0.66654,1.15373,-2.56095,-0.379119
0.26,0.29,0.45,0.79,-0.517235,-0.504961,0.666382,1.16566,-2.55628,-0.385249
0.23,0.29,0.45,0.79,-0.517321,-0.504745,0.666228,1.17729,-2.55166,-0.391313
0.23,0.28,0.45,0.79,-0.517321,-0.504745,0.666228,1.17729,-2.55166,-0.391313
0.23,0.28,0.45,0.79,-0.517408,-0.504531,0.666076,1.18862,-2.54711,-0.397311
0.23,0.28,0.45,0.79,-0.517495,-0.504317,0.665927,1.19963,-2.54261,-0.403242
0.23,0.28,0.45,0.79,-0.517495,-0.504317,0.665927,1.19963,-2.54261,-0.403242
0.23,0.28,0.45,0.66,-0.517583,-0.504103,0.665782,1.21034,-2.53819,-0.409108
0.23,0.28,0.45,0.66,-0.517671,-0.503891,0.665639,1.22074,-2.53383,-0.414906
0.23,0.27,0.45,0.66,-0.517671,-0.503891,0.665639,1.22074,-2.53383,-0.414906
0.23,0.27,0.45,0.66,-0.517761,-0.50368,0.665499,1.23082,-2.52955,-0.420639
0.23,0.27,0.45,0.66,-0.517851,-0.503469,0.665362,1.24059,-2.52535,-0.426305
0.23,0.27,0.45,0.66,-0.517851,-0.503469,0.665362,1.24059,-2.52535,-0.426305
0.23,0.27,0.45,0.66,-0.517942,-0.50326,0.665228,1.25005,-2.52122,-0.431905
0.23,0.27,0.45,0.55,-0.518033,-0.503051,0.665097,1.25919,-2.51718,-0.437439
0.29,0.27,0.45,0.55,-0.518033,-0.503051,0.665097,1.25919,-2.51718,-0.437439
0.29,0.26,0.45,0.55,-0.518125,-0.502844,0.664969,1.26802,-2.51322,-0.442907
0.29,0.26,0.45,0.55,-0.518218,-0.502637,0.664844,1.27652,-2.50935,-0.448308
0.29,0.26,0.45,0.55,-0.518218,-0.502637,0.664844,1.27652,-2.50935,-0.448308
0.29,0.26,0.45,0.55,-0.518312,-0.502432,0.664721,1.28471,-2.50557,-0.453643
0.29,0.26,0.45,0.47,-0.518406,-0.502227,0.664602,1.29258,-2.50189,-0.458911
0.26,0.26,0.45,0.47,-0.518406,-0.502227,0.664602,1.29258,-2.50189,-0.458911
0.26,0.25,0.45,0.47,-0.518502,-0.502024,0.664486,1.30013,-2.4983,-0.464113
0.26,0.25,0.45,0.47,-0.518597,-0.501821,0.664372,1.30736,-2.49481,-0.469249
0.26,0.25,0.45,0.47,-0.518597,-0.501821,0.664372,1.30736,-2.49481,-0.469249
0.26,0.25,0.45,0.47,-0.518694,-0.50162,0.664262,1.31426,-2.49142,-0.474319
0.26,0.25,0.45,0.4,-0.518791,-0.501419,0.664154,1.32085,-2.48814,-0.479322
0.25,0.25,0.45,0.4,-0.518791,-0.501419,0.664154,1.32085,-2.48814,-0.479322
0.25,0.25,0.45,0.4,-0.518889,-0.50122,0.66405,1.32711,-2.48496,-0.484259
0.25,0.25,0.45,0.4,-0.518988,-0.501022,0.663948,1.33304,-2.48189,-0.489129
0.25,0.25,0.45,0.4,-0.518988,-0.501022,0.663948,1.33304,-2.48189,-0.489129
0.25,0.25,0.45,0.4,-0.519088,-0.500824,0.663849,1.33865,-2.47893,-0.493933
0.25,0.25,0.45,0.35,-0.519088,-0.500824,0.663849,1.33865,-2.47893,-0.493933
0.24,0.25,0.45,0.35,-0.519188,-0.500628,0.663754,1.34393,-2.47608,-0.498671
0.24,0.24,0.45,0.35,-0.519289,-0.500433,0.663661,1.34889,-2.47335,-0.503342
0.24,0.24,0.45,0.35,-0.519289,-0.500433,0.663661,1.34889,-2.47335,-0.503342
0.24,0.24,0.45,0.35,-0.519391,-0.50024,0.663571,1.35352,-2.47072,-0.507946
0.24,0.24,0.45,0.35,-0.519493,-0.500047,0.663484,1.35783,-2.46822,-0.512483
0.24,0.24,0.5,0.35,-0.519493,-0.500047,0.663484,1.35783,-2.46822,-0.512483
0.24,0.24,0.5,0.31,-0.519596,-0.499855,0.6634,1.3618,-2.46583,-0.516953
0.24,0.24,0.5,0.31,-0.5197,-0.499665,0.663319,1.36545,-2.46355,-0.521356
0.24,0.27,0.5,0.31,-0.5197,-0.499665,0.663319,1.36545,-2.46355,-0.521356
0.24,0.27,0.5,0.31,-0.519805,-0.499476,0.663241,1.36876,-2.4614,-0.525692
0.24,0.27,0.5,0.31,-0.519911,-0.499288,0.663165,1.37175,-2.45937,-0.52996
0.24,0.27,0.55,0.31,-0.519911,-0.499288,0.663165,1.37175,-2.45937,-0.52996
0.24,0.27,0.55,0.27,-0.520017,-0.499101,0.663093,1.37441,-2.45746,-0.534161
0.25,0.27,0.55,0.27,-0.520124,-0.498916,0.663024,1.37674,-2.45566,-0.538293
0.25,0.26,0.55,0.27,-0.520124,-0.498916,0.663024,1.37674,-2.45566,-0.538293
0.25,0.26,0.55,0.27,-0.520232,-0.498731,0.662957,1.37874,-2.45399,-0.542358
0.25,0.26,0.55,0.27,-0.520341,-0.498548,0.662894,1.38041,-2.45245,-0.546353
0.25,0.26,0.6,0.27,-0.520341,-0.498548,0.662894,1.38041,-2.45245,-0.546353
0.25,0.26,0.6,0.23,-0.52045,-0.498366,0.662833,1.38174,-2.45102,-0.550281
0.24,0.26,0.6,0.23,-0.52056,-0.498186,0.662775,1.38275,-2.44972,-0.554138
0.24,0.24,0.6,0.23,-0.52056,-0.498186,0.662775,1.38275,-2.44972,-0.554138
0.24,0.24,0.6,0.23,-0.520671,-0.498006,0.662721,1.38342,-2.44854,-0.557927
0.24,0.24,0.6,0.23,-0.520671,-0.498006,0.662721,1.38342,-2.44854,-0.557927
0.24,0.24,0.64,0.23,-0.520783,-0.497828,0.662669,1.38376,-2.44748,-0.561646
0.24,0.24,0.64,0.21,-0.520895,-0.497651,0.66262,1.38377,-2.44654,-0.565294
0.24,0.24,0.64,0.21,-0.520895,-0.497651,0.66262,1.38377,-2.44654,-0.565294
0.24,0.24,0.64,0.21,-0.521008,-0.497475,0.662574,1.38345,-2.44572,-0.568872
0.24,0.24,0.64,0.21,-0.521122,-0.497301,0.662531,1.3828,-2.44502,-0.572378
0.24,0.24,0.64,0.21,-0.521122,-0.497301,0.662531,1.3828,-2.44502,-0.572378
0.24,0.24,0.64,0.21,-0.521237,-0.497128,0.66249,1.38181,-2.44445,-0.575813
0.24,0.24,0.77,0.21,-0.521352,-0.496956,0.662453,1.38049,-2.44399,-0.579176
0.24,0.24,0.77,0.19,-0.521352,-0.496956,0.662453,1.38049,-2.44399,-0.579176
0.23,0.24,0.77,0.19,-0.521469,-0.496786,0.662419,1.37884,-2.44365,-0.582466
0.23,0.24,0.77,0.19,-0.521586,-0.496617,0.662387,1.37686,-2.44342,-0.585683
0.23,0.24,0.77,0.19,-0.521586,-0.496617,0.662387,1.37686,-2.44342,-0.585683
0.23,0.24,0.77,0.19,-0.521703,-0.496449,0.662359,1.37455,-2.44331,-0.588826
0.23,0.24,9999.0,0.19,-0.521822,-0.496283,0.662333,1.3719,-2.44332,-0.591894
0.23,0.24,9999.0,0.17,-0.521822,-0.496283,0.662333,1.3719,-2.44332,-0.591894
0.23,0.24,9999.0,0.17,-0.521941,-0.496117,0.66231,1.36893,-2.44343,-0.594887
0.23,0.27,9999.0,0.17,-0.522061,-0.495954,0.66229,1.36562,-2.44366,-0.597805
0.23,0.27,9999.0,0.17,-0.522061,-0.495954,0.66229,1.36562,-2.44366,-0.597805
0.23,0.27,9999.0,0.17,-0.522182,-0.495791,0.662273,1.36198,-2.44399,-0.600645
0.23,0.27,9999.0,0.17,-0.522304,-0.49563,0.662259,1.35801,-2.44444,-0.603409
0.23,0.27,9999.0,0.16,-0.522304,-0.49563,0.662259,1.35801,-2.44444,-0.603409
0.23,0.27,9999.0,0.16,-0.522426,-0.49547,0.662248,1.35371,-2.44498,-0.606094
0.23,0.29,9999.0,0.16,-0.522549,-0.495312,0.662239,1.34909,-2.44563,-0.608701
0.23,0.29,9999.0,0.16,-0.522549,-0.495312,0.662239,1.34909,-2.44563,-0.608701
0.23,0.29,9999.0,0.16,-0.522673,-0.495155,0.662234,1.34413,-2.44638,-0.611228
0.23,0.29,9999.0,0.16,-0.522798,-0.494999,0.662231,1.33884,-2.44723,-0.613674
0.23,0.29,9999.0,0.16,-0.522798,-0.494999,0.662231,1.33884,-2.44723,-0.613674
0.23,0.29,9999.0,0.16,-0.522923,-0.494845,0.662232,1.33323,-2.44817,-0.616039
0.23,0.29,9999.0,0.16,-0.522923,-0.494845,0.662232,1.33323,-2.44817,-0.616039
0.23,0.29,9999.0,0.16,-0.523049,-0.494692,0.662235,1.32729,-2.4492,-0.618322
0.23,0.29,9999.0,0.16,-0.523176,-0.494541,0.662241,1.32102,-2.45033,-0.620521
0.23,0.29,9999.0,0.16,-0.523176,-0.494541,0.662241,1.32102,-2.45033,-0.620521
0.23,0.29,9999.0,0.16,-0.523304,-0.494391,0.66225,1.31443,-2.45154,-0.622636
0.23,0.29,9999.0,0.43,-0.523432,-0.494242,0.662261,1.30751,-2.45283,-0.624666
0.22,0.29,9999.0,0.43,-0.523432,-0.494242,0.662261,1.30751,-2.45283,-0.624666
0.22,0.27,9999.0,0.43,-0.523562,-0.494095,0.662276,1.30027,-2.4542,-0.62661
0.22,0.27,9999.0,0.43,-0.523691,-0.493949,0.662294,1.2927,-2.45566,-0.628466
0.22,0.27,9999.0,0.43,-0.523822,-0.493804,0.662314,1.28481,-2.45718,-0.630235
0.22,0.27,9999.0,0.43,-0.523822,-0.493804,0.662314,1.28481,-2.45718,-0.630235
0.22,0.27,9999.0,0.64,-0.523953,-0.493661,0.662337,1.27661,-2.45878,-0.631914
0.21,0.27,9999.0,0.64,-0.523953,-0.493661,0.662337,1.27661,-2.45878,-0.631914
0.21,0.27,9999.0,0.64,-0.524086,-0.49352,0.662364,1.26808,-2.46044,-0.633502
0.21,0.27,9999.0,0.64,-0.524218,-0.49338,0.662393,1.25923,-2.46217,-0.634999
0.21,0.27,9999.0,0.64,-0.524218,-0.49338,0.662393,1.25923,-2.46217,-0.634999
0.21,0.27,9999.0,0.64,-0.524352,-0.493241,0.662424,1.25007,-2.46395,-0.636404
0.21,0.27,9999.0,0.64,-0.524486,-0.493103,0.662459,1.24059,-2.46579,-0.637715
0.21,0.27,9999.0,0.64,-0.524622,-0.492967,0.662497,1.23079,-2.46769,-0.63893
0.21,0.27,9999.0,0.64,-0.524622,-0.492967,0.662497,1.23079,-2.46769,-0.63893
0.21,0.27,9999.0,0.64,-0.524757,-0.492833,0.662537,1.22069,-2.46963,-0.64005
0.21,0.27,9999.0,0.64,-0.524757,-0.492833,0.662537,1.22069,-2.46963,-0.64005
0.21,0.27,9999.0,0.64,-0.524893,-0.4927,0.66258,1.21034,-2.4716,-0.641072
0.21,0.27,9999.0,0.72,-0.525029,-0.49257,0.662626,1.19977,-2.47359,-0.641997
0.21,0.27,9999.0,0.72,-0.525029,-0.49257,0.662626,1.19977,-2.47359,-0.641997
0.21,0.26,9999.0,0.72,-0.525165,-0.492441,0.662674,1.18887,-2.47563,-0.642822
0.21,0.26,9999.0,0.72,-0.525303,-0.492313,0.662725,1.17767,-2.47769,-0.643548
0.21,0.26,9999.0,0.72,-0.525303,-0.492313,0.662725,1.17767,-2.47769,-0.643548
0.21,0.26,9999.0,0.72,-0.525441,-0.492186,0.662779,1.16613,-2.47979,-0.644172
0.21,0.26,9999.0,0.72,-0.52558,-0.492061,0.662836,1.15432,-2.48191,-0.644695
0.21,0.26,9999.0,0.77,-0.52558,-0.492061,0.662836,1.15432,-2.48191,-0.644695
0.21,0.26,9999.0,0.77,-0.525719,-0.491938,0.662895,1.14225,-2.48403,-0.645117
0.21,0.23,9999.0,0.77,-0.525858,-0.491816,0.662957,1.12991,-2.48617,-0.645436
0.21,0.23,9999.0,0.77,-0.525858,-0.491816,0.662957,1.12991,-2.48617,-0.645436
0.21,0.23,9999.0,0.77,-0.525998,-0.491696,0.663022,1.11729,-2.48832,-0.64565
0.21,0.23,9999.0,0.77,-0.526139,-0.491577,0.66309,1.10438,-2.49047,-0.645758
0.21,0.23,9999.0,9999.0,-0.526139,-0.491577,0.66309,1.10438,-2.49047,-0.645758
0.21,0.23,9999.0,9999.0,-0.526281,-0.49146,0.66316,1.09117,-2.49263,-0.645759
0.21,0.23,9999.0,9999.0,-0.526423,-0.491343,0.663234,1.07767,-2.49478,-0.645651
0.21,0.23,9999.0,9999.0,-0.526423,-0.491343,0.663234,1.07767,-2.49478,-0.645651
0.21,0.23,9999.0,9999.0,-0.526566,-0.491229,0.66331,1.06388,-2.49693,-0.645433
0.21,0.23,9999.0,9999.0,-0.526711,-0.491114,0.663389,1.0497,-2.49908,-0.645097
0.21,0.23,9999.0,0.75,-0.526711,-0.491114,0.663389,1.0497,-2.49908,-0.645097
0.21,0.23,9999.0,0.75,-0.526857,-0.491001,0.663473,1.03513,-2.50124,-0.644639
0.21,0.23,9999.0,0.75,-0.527005,-0.490889,0.663559,1.02021,-2.50338,-0.644061
0.21,0.23,9999.0,0.75,-0.527005,-0.490889,0.663559,1.02021,-2.50338,-0.644061
0.21,0.23,9999.0,0.75,-0.527153,-0.490778,0.663648,1.00508,-2.50548,-0.643372
0.21,0.23,9999.0,0.75,-0.527301,-0.490669,0.66374,0.989668,-2.50755,-0.642565
0.21,0.23,9999.0,0.69,-0.527301,-0.490669,0.66374,0.989668,-2.50755,-0.642565
0.21,0.23,9999.0,0.69,-0.52745,-0.490561,0.663834,0.974034,-2.50958,-0.641643
0.21,0.23,9999.0,0.69,-0.5276,-0.490455,0.663931,0.958113,-2.51156,-0.6406
0.21,0.23,9999.0,0.69,-0.5276,-0.490455,0.663931,0.958113,-2.51156,-0.6406
